0.37461,-0.068829
0.56252,2.4788
0.45124,1.4005
0.60559,0.70337
0.51189,0.46068
0.49329,0.48927
0.54733,2.6578
0.48287,1.4974
0.55556,-0.74185
0.46721,1.7975
0.54124,0.51733
0.52132,1.9308
0.46586,-0.13004
0.48602,0.49256
0.4934,1.6822
0.54658,0.74713
0.56305,1.1046
0.51358,1.7375
0.4968,1.5363
0.4866,2.0841
0.56267,1.5346
0.60697,1.678
0.46769,1.4901
0.53602,2.3693
0.38411,0.99196
0.47876,0.24703
0.44448,2.288
0.50736,1.8547
0.55516,0.9791
0.46245,0.81683
0.56647,0.90306
0.52626,2.3529
0.53152,1.9461
0.40692,-0.25606
0.52608,1.2214
0.53667,2.0706
0.51272,2.034
0.43353,0.66065
0.42407,2.6072
0.42927,1.4289
0.53772,1.0348
0.54693,1.199
0.53852,-0.16183
0.49488,0.55392
0.58026,2.2466
0.54663,0.27892
0.43936,2.1435
0.42298,0.32498
0.50468,0.42201
0.53273,0.72021
0.54088,2.3209
0.39084,1.0571
0.58372,1.1316
0.46889,1.4379
0.45639,1.794
0.44517,1.1804
0.46745,1.397
0.50223,1.175
0.42503,2.6497
0.58041,2.0372
0.59002,1.213
0.43655,2.8251
0.50464,1.028
0.47948,3.364
0.4489,0.78651
0.53499,1.3282
0.46469,1.3545
0.43479,1.5938
0.46388,1.5483
0.43634,1.4678
0.45012,3.7708
0.46722,2.7588
0.51464,-0.26506
0.53156,2.6626
0.51601,1.8786
0.5157,1.5254
0.51355,1.3212
0.49952,1.9693
0.44623,1.7229
0.39107,0.68518
0.46321,0.16853
0.41794,1.0938
0.49533,1.0931
0.46184,1.5237
0.4689,-0.89284
0.46263,-0.13448
0.49705,2.0279
0.49073,1.9083
0.51483,1.3821
0.51008,2.3952
0.57547,1.4417
0.39952,2.3193
0.51603,1.8461
0.44804,1.1553
0.53896,0.9236
0.51363,0.8072
0.51113,2.454
0.49083,2.5524
0.51638,0.53557
0.53993,0.42076
0.43742,1.576
0.48816,3.1647
0.46927,0.27287
0.54115,2.1683
0.60157,0.85648
0.50618,1.5364
0.46768,1.56
0.54394,1.2324
0.39308,1.6217
0.37632,1.0205
0.47821,1.344
0.48187,0.84582
0.53074,0.60808
0.50575,2.0683
0.48622,1.0578
0.51542,0.55782
0.42163,1.0318
0.47707,0.67845
0.56236,0.23616
0.4159,1.1072
0.48746,1.3486
0.47334,1.9462
0.49924,1.7008
0.51445,1.182
0.56922,1.929
0.47877,1.3966
0.49734,1.7775
0.47836,2.1511
0.58273,-0.72548
0.44496,-1.0549
0.57459,0.22994
0.50042,0.67616
0.44166,0.88863
0.5165,1.3192
0.49885,0.97376
0.3646,1.9621
0.50369,0.67255
0.50917,0.70327
0.56447,1.2531
0.50418,1.6832
0.4107,0.88272
0.46136,-0.41476
0.54675,1.3238
0.53481,1.1843
0.45546,1.4559
0.48448,0.47686
0.53521,1.3404
0.49877,1.8473
0.46925,0.2118
0.53151,2.683
0.50932,1.5098
0.51095,1.5612
0.53901,2.0779
0.4223,1.3843
0.50877,2.4397
0.52475,1.9469
0.5125,1.8674
0.39801,2.5485
0.47541,-0.086083
0.50671,-0.1017
0.42697,1.9564
0.50137,-0.55589
0.51802,1.0722
0.54271,-0.14567
0.52558,1.6812
0.57364,1.0261
0.54225,1.0308
0.49756,1.0446
0.5941,1.2158
0.41982,0.94227
0.48684,-0.21308
0.44116,2.4694
0.49162,2.042
0.49247,-1.0473
0.48632,3.1694
0.42062,0.15397
0.60215,0.31994
0.5368,1.3714
0.51521,-0.11813
0.5281,0.047993
0.54761,1.692
0.46744,3.1983
0.56462,-0.078158
0.6747,1.559
0.56263,0.23787
0.41012,1.4938
0.46437,0.72983
0.52421,1.2858
0.4973,0.45927
0.52849,0.95253
0.55426,1.817
0.50721,1.2121
0.57707,0.92981
0.39221,3.325
0.40467,0.88144
0.42338,0.39612
0.36453,0.56208
0.46457,0.11755
0.44158,3.1056
0.45908,-0.094736
0.74294,2.2435
0.77714,1.7637
0.66676,0.49937
0.77578,0.88206
0.71743,2.124
0.77361,1.7876
0.70943,2.305
0.70649,1.3511
0.66605,2.3313
0.75121,0.36984
0.81554,3.1318
0.73548,2.3709
0.67849,-0.53334
0.74694,-0.42533
0.71711,1.398
0.80906,0.15622
0.77609,1.9013
0.72817,0.26876
0.67766,2.8547
0.68221,1.8687
0.65976,1.2671
0.74544,2.0724
0.77431,0.3054
0.72977,2.3875
0.70623,1.5682
0.77204,0.27823
0.76068,-0.41617
0.68218,1.6086
0.77409,0.73074
0.81203,-0.0013175
0.70966,1.7307
0.7365,3.0573
0.82535,1.3848
0.66996,0.32608
0.75619,2.366
0.84321,1.3247
0.72915,1.6529
0.77869,-0.12838
0.81703,1.6244
0.78918,0.4403
0.74842,0.77086
0.74561,2.1282
0.71662,0.31895
0.72086,0.12346
0.72955,0.91927
0.73052,-0.3148
